Chromosome,Source,Feature,Start,End,Score,Strand,Frame,TranscriptID
2_RagTag,AUGUSTUS,gene,374500526,374506814,0.42,-,.,g16381
1_RagTag,AUGUSTUS,gene,2340647,2379496,0.01,-,.,g86
3_RagTag,GeneMark.hmm3,gene,221384479,221385078,.,+,.,gene_id file_2_29497_g; transcript_id file_2_29497_t;
2_RagTag,AUGUSTUS,gene,373350032,373356140,0.06,-,.,g16361
2_RagTag,AUGUSTUS,gene,389691531,389693863,0.39,-,.,g16742
3_RagTag,AUGUSTUS,gene,60296179,60322360,0.05,+,.,g19961
1_RagTag,GeneMark.hmm3,gene,56144408,56152694,.,-,.,gene_id file_2_2373_g; transcript_id file_2_2373_t;
2_RagTag,AUGUSTUS,gene,59841947,59843665,0.67,+,.,g9686
3_RagTag,AUGUSTUS,gene,102435945,102437823,0.1,-,.,g21014
1_RagTag,AUGUSTUS,gene,50058469,50116676,0.01,-,.,g1686
3_RagTag,GeneMark.hmm3,gene,112868464,112869232,.,-,.,gene_id file_2_26642_g; transcript_id file_2_26642_t;
3_RagTag,GeneMark.hmm3,gene,335456785,335457197,.,+,.,gene_id file_2_32876_g; transcript_id file_2_32876_t;
2_RagTag,AUGUSTUS,gene,1281106,1290083,0.33,-,.,g8095
NIGP01000855_RagTag,AUGUSTUS,gene,157295,157708,0.68,-,.,g27277
2_RagTag,AUGUSTUS,gene,353201431,353202935,0.38,+,.,g15930
2_RagTag,AUGUSTUS,gene,289884372,289885996,0.81,+,.,g14444
2_RagTag,AUGUSTUS,gene,95211258,95238981,0.11,+,.,g10585
1_RagTag,AUGUSTUS,gene,257376376,257380397,0.35,+,.,g6470
2_RagTag,AUGUSTUS,gene,242858914,242867135,0.32,+,.,g13552
3_RagTag,AUGUSTUS,gene,173650963,173653207,0.48,-,.,g22566
2_RagTag,AUGUSTUS,gene,176239274,176240403,0.03,-,.,g12303
2_RagTag,AUGUSTUS,gene,369800847,369802793,0.04,+,.,g16291
1_RagTag,AUGUSTUS,gene,297676545,297679031,0.08,+,.,g7472
3_RagTag,AUGUSTUS,gene,34176006,34176596,0.41,-,.,g19307
3_RagTag,AUGUSTUS,gene,188937829,188956941,0.29,+,.,g22899
1_RagTag,AUGUSTUS,gene,200200855,200259808,0.01,-,.,g4901
1_RagTag,AUGUSTUS,gene,207833126,207859180,0.05,+,.,g5089
3_RagTag,AUGUSTUS,gene,287318349,287332347,0.02,-,.,g25006
2_RagTag,AUGUSTUS,gene,410782231,410782617,0.99,-,.,g17242
2_RagTag,AUGUSTUS,gene,243102964,243104238,0.81,-,.,g13556
1_RagTag,AUGUSTUS,gene,60448397,60451774,0.01,+,.,g2009
2_RagTag,AUGUSTUS,gene,29770122,29782534,0.18,-,.,g8888
2_RagTag,AUGUSTUS,gene,185031561,185069106,0.03,-,.,g12484
2_RagTag,AUGUSTUS,gene,109023890,109025243,0.46,+,.,g10985
ptg000536l,AUGUSTUS,gene,168892,180790,0.12,-,.,g27800
3_RagTag,AUGUSTUS,gene,282633916,282635392,0.03,-,.,g24829
2_RagTag,AUGUSTUS,gene,426308569,426309840,0.18,+,.,g17730
1_RagTag,AUGUSTUS,gene,52559636,52561755,0.42,+,.,g1758
3_RagTag,AUGUSTUS,gene,256579041,256583448,0.15,-,.,g24214
3_RagTag,AUGUSTUS,gene,153070351,153072213,0.94,+,.,g22147
2_RagTag,GeneMark.hmm3,gene,76781084,76795388,.,-,.,gene_id file_2_12740_g; transcript_id file_2_12740_t;
3_RagTag,AUGUSTUS,gene,238058268,238151552,0.06,-,.,g23838
2_RagTag,AUGUSTUS,gene,82811665,82812040,0.51,-,.,g10247
3_RagTag,AUGUSTUS,gene,89557442,89558581,1,+,.,g20702
1_RagTag,AUGUSTUS,gene,85684857,85717375,0.02,-,.,g2733
3_RagTag,AUGUSTUS,gene,218051705,218052058,0.38,-,.,g23432
2_RagTag,AUGUSTUS,gene,424084282,424086293,0.14,+,.,g17642
3_RagTag,AUGUSTUS,gene,231959015,231963416,0.52,-,.,g23744
1_RagTag,AUGUSTUS,gene,181280114,181285741,0.09,+,.,g4475
3_RagTag,AUGUSTUS,gene,166120605,166129550,0.09,-,.,g22397
1_RagTag,AUGUSTUS,gene,292045350,292049616,0.03,+,.,g7284
1_RagTag,AUGUSTUS,gene,284830964,284873915,0.01,-,.,g7097
2_RagTag,AUGUSTUS,gene,442633930,442635151,0.1,-,.,g18136
2_RagTag,AUGUSTUS,gene,204391541,204392677,0.32,-,.,g12888
2_RagTag,AUGUSTUS,gene,97434570,97436859,0.14,-,.,g10678
3_RagTag,AUGUSTUS,gene,317665249,317709317,0.3,-,.,g25742
3_RagTag,AUGUSTUS,gene,228514954,228529262,0.02,+,.,g23670
1_RagTag,AUGUSTUS,gene,27262413,27268658,0.3,-,.,g996
1_RagTag,GeneMark.hmm3,gene,228249805,228252315,.,+,.,gene_id file_2_7376_g; transcript_id file_2_7376_t;
1_RagTag,AUGUSTUS,gene,261803883,261804494,0.97,+,.,g6559
2_RagTag,AUGUSTUS,gene,287180880,287182886,0.03,-,.,g14397
1_RagTag,AUGUSTUS,gene,127584775,127652631,0.23,+,.,g3518
2_RagTag,AUGUSTUS,gene,112256119,112257171,0.2,+,.,g11070
1_RagTag,AUGUSTUS,gene,240404391,240408417,0.24,+,.,g6112
2_RagTag,AUGUSTUS,gene,218512690,218528960,0.05,+,.,g13091
1_RagTag,AUGUSTUS,gene,11238768,11258124,0.01,+,.,g374
2_RagTag,AUGUSTUS,gene,364488278,364515656,0.02,+,.,g16178
2_RagTag,AUGUSTUS,gene,408912881,408943325,0.01,-,.,g17193
2_RagTag,AUGUSTUS,gene,26101782,26102830,0.16,+,.,g8755
2_RagTag,AUGUSTUS,gene,362271351,362272997,0.86,-,.,g16123
2_RagTag,AUGUSTUS,gene,430152926,430154788,0.56,+,.,g17827
3_RagTag,AUGUSTUS,gene,356881866,356908834,0.18,-,.,g26756
3_RagTag,AUGUSTUS,gene,354993187,354993597,0.5,-,.,g26711
3_RagTag,AUGUSTUS,gene,106434267,106457580,0.3,-,.,g21113
1_RagTag,AUGUSTUS,gene,91333979,91346536,0.13,-,.,g2853
2_RagTag,AUGUSTUS,gene,419291423,419291925,0.08,+,.,g17525
2_RagTag,AUGUSTUS,gene,167002316,167048676,0.01,+,.,g12071
2_RagTag,AUGUSTUS,gene,58055358,58055984,0.51,-,.,g9643
2_RagTag,AUGUSTUS,gene,217432077,217510103,0.01,-,.,g13068
2_RagTag,AUGUSTUS,gene,159004709,159008946,0.02,-,.,g11925
3_RagTag,AUGUSTUS,gene,266035512,266036597,0.05,+,.,g24440
3_RagTag,AUGUSTUS,gene,279281644,279282306,0.87,-,.,g24764
2_RagTag,AUGUSTUS,gene,333009346,333009945,0.24,+,.,g15437
3_RagTag,AUGUSTUS,gene,275506552,275508075,0.25,+,.,g24695
3_RagTag,AUGUSTUS,gene,223324370,223328284,0.01,+,.,g23530
2_RagTag,AUGUSTUS,gene,200238750,200328391,0.02,-,.,g12814
2_RagTag,AUGUSTUS,gene,376033364,376034773,0.11,+,.,g16422
3_RagTag,AUGUSTUS,gene,72665667,72666237,0.11,-,.,g20278
2_RagTag,AUGUSTUS,gene,42593664,42594197,0.97,+,.,g9199
1_RagTag,AUGUSTUS,gene,132501717,132516749,0.31,-,.,g3595
3_RagTag,AUGUSTUS,gene,139789642,139791171,0.56,+,.,g21862
3_RagTag,AUGUSTUS,gene,19932398,19982332,0,-,.,g18854
1_RagTag,AUGUSTUS,gene,206392330,206393289,0.02,-,.,g5053
2_RagTag,AUGUSTUS,gene,289972184,289972919,0.94,-,.,g14450
2_RagTag,AUGUSTUS,gene,324969798,324984998,0.08,+,.,g15228
1_RagTag,AUGUSTUS,gene,79196532,79207308,0.86,+,.,g2519
3_RagTag,AUGUSTUS,gene,77280248,77280988,0.08,-,.,g20381
3_RagTag,AUGUSTUS,gene,131164058,131173235,0.39,+,.,g21663
2_RagTag,AUGUSTUS,gene,95002722,95012750,0.59,-,.,g10582
2_RagTag,AUGUSTUS,gene,197315370,197335224,0,+,.,g12769
3_RagTag,AUGUSTUS,gene,134074098,134076008,0.43,-,.,g21739
3_RagTag,AUGUSTUS,gene,222845377,222851417,0.26,+,.,g23515
2_RagTag,AUGUSTUS,gene,171500062,171500479,1,+,.,g12181
2_RagTag,AUGUSTUS,gene,214411113,214442970,0.01,+,.,g13026
1_RagTag,AUGUSTUS,gene,262469344,262478082,0.01,+,.,g6571
2_RagTag,AUGUSTUS,gene,53620311,53646812,0.03,+,.,g9477
2_RagTag,GeneMark.hmm3,gene,32544419,32544742,.,-,.,gene_id file_2_11340_g; transcript_id file_2_11340_t;
2_RagTag,GeneMark.hmm3,gene,45113877,45123970,.,+,.,gene_id file_2_11703_g; transcript_id file_2_11703_t;
1_RagTag,AUGUSTUS,gene,289836249,289837312,0.99,-,.,g7227
3_RagTag,AUGUSTUS,gene,175307638,175320859,0.85,+,.,g22609
1_RagTag,AUGUSTUS,gene,259936216,259936814,0.22,-,.,g6532
2_RagTag,AUGUSTUS,gene,73531027,73533938,0.43,-,.,g10010
3_RagTag,AUGUSTUS,gene,176982849,177134995,0.01,+,.,g22642
2_RagTag,AUGUSTUS,gene,206016085,206018815,0.04,+,.,g12917
1_RagTag,AUGUSTUS,gene,65439045,65439793,0.22,-,.,g2148
1_RagTag,AUGUSTUS,gene,39357103,39383223,0.04,+,.,g1359
2_RagTag,AUGUSTUS,gene,93928662,93960375,0.28,+,.,g10543
ptg000652l,AUGUSTUS,gene,147208,147792,0.33,+,.,g27921
1_RagTag,AUGUSTUS,gene,72273022,72297428,0.18,+,.,g2317
3_RagTag,AUGUSTUS,gene,8671457,8672178,0.93,-,.,g18483
2_RagTag,AUGUSTUS,gene,242081979,242103003,0.01,-,.,g13533
2_RagTag,AUGUSTUS,gene,66316093,66338741,0.11,+,.,g9840
3_RagTag,AUGUSTUS,gene,40293002,40294820,0.15,+,.,g19494
2_RagTag,AUGUSTUS,gene,189170190,189215901,0.08,+,.,g12571
3_RagTag,AUGUSTUS,gene,11514306,11516651,0.04,-,.,g18584
3_RagTag,AUGUSTUS,gene,138260393,138261092,0.23,-,.,g21833
3_RagTag,AUGUSTUS,gene,80877783,80913287,0.01,+,.,g20482
1_RagTag,AUGUSTUS,gene,191886781,191888335,0.54,-,.,g4738
2_RagTag,AUGUSTUS,gene,239026151,239076360,0.01,-,.,g13485
2_RagTag,AUGUSTUS,gene,386113212,386113566,0.18,+,.,g16647
2_RagTag,AUGUSTUS,gene,59167621,59218437,0.1,-,.,g9672
2_RagTag,AUGUSTUS,gene,66836105,66837548,0.62,+,.,g9852
2_RagTag,AUGUSTUS,gene,372542826,372564432,0.17,-,.,g16337
1_RagTag,AUGUSTUS,gene,246350109,246351992,0.09,+,.,g6232
3_RagTag,AUGUSTUS,gene,92294131,92312836,0.02,-,.,g20781
2_RagTag,GeneMark.hmm3,gene,405911655,405912094,.,-,.,gene_id file_2_21602_g; transcript_id file_2_21602_t;
2_RagTag,AUGUSTUS,gene,401458422,401459126,0.18,+,.,g17015
2_RagTag,AUGUSTUS,gene,165079312,165092646,0.38,+,.,g12043
2_RagTag,AUGUSTUS,gene,55548011,55548825,0.34,-,.,g9582
2_RagTag,AUGUSTUS,gene,415258181,415261533,0.67,+,.,g17418
3_RagTag,AUGUSTUS,gene,203279710,203307420,0.41,-,.,g23170
2_RagTag,AUGUSTUS,gene,54966766,54968486,0.42,+,.,g9556
3_RagTag,AUGUSTUS,gene,22437964,22441640,0.01,-,.,g18938
2_RagTag,AUGUSTUS,gene,345789061,345803971,0.17,-,.,g15742
2_RagTag,AUGUSTUS,gene,27748599,27761399,0.43,-,.,g8799
1_RagTag,AUGUSTUS,gene,283026409,283028541,0.53,-,.,g7026
3_RagTag,AUGUSTUS,gene,15827402,15848911,0.05,-,.,g18739
2_RagTag,AUGUSTUS,gene,118982382,118982963,0.96,+,.,g11189
3_RagTag,AUGUSTUS,gene,265352662,265353510,0.37,-,.,g24423
3_RagTag,AUGUSTUS,gene,41673294,41674346,0.87,+,.,g19531
1_RagTag,AUGUSTUS,gene,285208866,285221395,0.07,+,.,g7113
2_RagTag,GeneMark.hmm3,gene,441308575,441315849,.,+,.,gene_id file_2_22796_g; transcript_id file_2_22796_t;
2_RagTag,AUGUSTUS,gene,411898708,411924445,0.35,-,.,g17294
3_RagTag,AUGUSTUS,gene,135460467,135466785,0.13,+,.,g21770
3_RagTag,AUGUSTUS,gene,72364642,72406080,0.17,-,.,g20265
2_RagTag,AUGUSTUS,gene,25627214,25628000,0.94,-,.,g8738
3_RagTag,AUGUSTUS,gene,365932687,365941136,0.09,+,.,g27003
3_RagTag,AUGUSTUS,gene,372827645,372828173,0.88,-,.,g27203
1_RagTag,AUGUSTUS,gene,1566783,1608229,0.01,+,.,g54
2_RagTag,AUGUSTUS,gene,218469878,218502033,0.01,-,.,g13090
2_RagTag,AUGUSTUS,gene,29007224,29069368,0.58,+,.,g8828
2_RagTag,AUGUSTUS,gene,215668153,215707392,0.01,+,.,g13046
2_RagTag,AUGUSTUS,gene,186172927,186222755,0.03,+,.,g12504
3_RagTag,AUGUSTUS,gene,323323464,323324528,0.56,+,.,g25895
3_RagTag,AUGUSTUS,gene,197749169,197760170,0.24,+,.,g23064
2_RagTag,AUGUSTUS,gene,326877984,326885735,0.01,+,.,g15300
1_RagTag,AUGUSTUS,gene,238293348,238294085,0.41,+,.,g6075
1_RagTag,AUGUSTUS,gene,210571012,210574084,0.11,+,.,g5197
1_RagTag,AUGUSTUS,gene,100643849,100710975,0.05,-,.,g3046
2_RagTag,AUGUSTUS,gene,354402542,354427805,0.01,-,.,g15963
1_RagTag,AUGUSTUS,gene,227684048,227689275,0.04,-,.,g5765
3_RagTag,AUGUSTUS,gene,117531337,117531809,0.49,-,.,g21364
1_RagTag,AUGUSTUS,gene,159906981,159940960,0.09,-,.,g4170
1_RagTag,AUGUSTUS,gene,154810002,154834535,0.01,+,.,g4098
3_RagTag,AUGUSTUS,gene,91726407,91727055,0.46,-,.,g20759
2_RagTag,AUGUSTUS,gene,412288189,412288990,0.53,-,.,g17306
2_RagTag,AUGUSTUS,gene,362530763,362538258,0.19,-,.,g16131
3_RagTag,AUGUSTUS,gene,91934305,91934782,0.75,-,.,g20769
1_RagTag,AUGUSTUS,gene,53654704,53657315,0.3,-,.,g1808
1_RagTag,AUGUSTUS,gene,215826523,215828368,0.98,-,.,g5339
3_RagTag,AUGUSTUS,gene,38140832,38141737,0.59,-,.,g19418
ptg000981l,AUGUSTUS,gene,99067,102080,0.08,+,.,g28221
3_RagTag,AUGUSTUS,gene,372902687,372926266,0.27,-,.,g27211
2_RagTag,AUGUSTUS,gene,264967204,264974806,0.07,-,.,g13961
3_RagTag,AUGUSTUS,gene,337352058,337373520,0.06,+,.,g26233
3_RagTag,AUGUSTUS,gene,30329687,30330467,0.33,+,.,g19189
1_RagTag,AUGUSTUS,gene,174561595,174562406,0.2,+,.,g4381
1_RagTag,AUGUSTUS,gene,210793451,210799288,0.16,-,.,g5206
3_RagTag,AUGUSTUS,gene,268765921,268773591,0.62,+,.,g24511
3_RagTag,GeneMark.hmm3,gene,11683232,11683628,.,+,.,gene_id file_2_23389_g; transcript_id file_2_23389_t;
2_RagTag,AUGUSTUS,gene,7118475,7119233,0.82,-,.,g8255
2_RagTag,AUGUSTUS,gene,176533374,176540361,0.2,-,.,g12313
2_RagTag,AUGUSTUS,gene,199522415,199523223,0.1,-,.,g12794
2_RagTag,AUGUSTUS,gene,146297191,146301876,0.04,+,.,g11712
1_RagTag,AUGUSTUS,gene,86042934,86043806,0.28,-,.,g2737
2_RagTag,AUGUSTUS,gene,293729484,293747785,0.02,+,.,g14531
2_RagTag,AUGUSTUS,gene,409612637,409614926,0.32,+,.,g17204
2_RagTag,AUGUSTUS,gene,198096616,198102069,0.18,+,.,g12779
3_RagTag,AUGUSTUS,gene,129979274,129991446,0.69,-,.,g21648
1_RagTag,AUGUSTUS,gene,95971811,95982372,0.21,+,.,g2950
1_RagTag,AUGUSTUS,gene,102130016,102160675,0.08,-,.,g3079
1_RagTag,AUGUSTUS,gene,312926740,312927009,0.16,-,.,g7970
1_RagTag,AUGUSTUS,gene,117658623,117714566,0.07,-,.,g3386
3_RagTag,GeneMark.hmm3,gene,31023633,31029693,.,-,.,gene_id file_2_24148_g; transcript_id file_2_24148_t;
2_RagTag,AUGUSTUS,gene,340336569,340380436,0.02,-,.,g15624
1_RagTag,AUGUSTUS,gene,72907275,72908097,0.46,+,.,g2338
2_RagTag,AUGUSTUS,gene,29168685,29169084,0.29,+,.,g8834
2_RagTag,AUGUSTUS,gene,299306236,299313481,0.15,+,.,g14642
2_RagTag,AUGUSTUS,gene,70660553,70669902,0.02,-,.,g9945
3_RagTag,AUGUSTUS,gene,184048748,184065941,0.02,+,.,g22802
2_RagTag,AUGUSTUS,gene,306694459,306703350,0.25,+,.,g14815
2_RagTag,AUGUSTUS,gene,255834527,255861640,0.01,+,.,g13788
3_RagTag,AUGUSTUS,gene,153689343,153689818,0.24,-,.,g22159
2_RagTag,AUGUSTUS,gene,347670171,347675288,0.08,-,.,g15795
2_RagTag,AUGUSTUS,gene,422264336,422285420,0.06,-,.,g17607
3_RagTag,AUGUSTUS,gene,228296274,228330603,0.2,+,.,g23664
3_RagTag,AUGUSTUS,gene,109817480,109823394,0.56,+,.,g21174
2_RagTag,AUGUSTUS,gene,383470161,383649445,0.01,+,.,g16581
1_RagTag,AUGUSTUS,gene,77960815,77993796,0.15,+,.,g2477
3_RagTag,GeneMark.hmm3,gene,338075360,338075943,.,+,.,gene_id file_2_32920_g; transcript_id file_2_32920_t;
2_RagTag,AUGUSTUS,gene,385365712,385370876,0.03,-,.,g16616
3_RagTag,AUGUSTUS,gene,27105985,27118506,0,+,.,g19097
1_RagTag,AUGUSTUS,gene,288129422,288138881,0.04,-,.,g7189
1_RagTag,AUGUSTUS,gene,224446839,224447254,0.68,-,.,g5633
2_RagTag,AUGUSTUS,gene,174082487,174084130,0.95,-,.,g12260
3_RagTag,AUGUSTUS,gene,3889487,3894488,0.03,-,.,g18351
2_RagTag,AUGUSTUS,gene,36119070,36128516,0.28,-,.,g9050
2_RagTag,AUGUSTUS,gene,13484861,13487614,0.39,+,.,g8388
1_RagTag,AUGUSTUS,gene,240111315,240112517,0.05,-,.,g6109
3_RagTag,AUGUSTUS,gene,264188348,264189201,0.98,+,.,g24386
3_RagTag,AUGUSTUS,gene,1977273,1983352,0.21,+,.,g18249
3_RagTag,AUGUSTUS,gene,266586026,266587866,0.18,+,.,g24454
1_RagTag,AUGUSTUS,gene,14717787,14738798,0.14,-,.,g488
2_RagTag,AUGUSTUS,gene,171914335,171914954,0.88,-,.,g12212
3_RagTag,AUGUSTUS,gene,231275844,231277263,0.46,-,.,g23733
2_RagTag,AUGUSTUS,gene,54466332,54474259,0.92,-,.,g9537
1_RagTag,AUGUSTUS,gene,185926089,185926976,0.98,+,.,g4591
2_RagTag,AUGUSTUS,gene,103166132,103166492,0.17,+,.,g10817
2_RagTag,AUGUSTUS,gene,388560235,388561032,0.37,+,.,g16707
2_RagTag,AUGUSTUS,gene,176571043,176588843,0.38,-,.,g12315
2_RagTag,AUGUSTUS,gene,371009934,371090798,0.02,-,.,g16315
1_RagTag,AUGUSTUS,gene,192039869,192057601,0.24,-,.,g4750
2_RagTag,AUGUSTUS,gene,116572974,116649190,0.04,+,.,g11142
3_RagTag,AUGUSTUS,gene,135563551,135591543,0.14,-,.,g21773
3_RagTag,AUGUSTUS,gene,78171858,78189050,0.01,-,.,g20397
3_RagTag,AUGUSTUS,gene,202431753,202440405,0.32,+,.,g23155
2_RagTag,AUGUSTUS,gene,405398690,405399107,0.45,+,.,g17111
3_RagTag,AUGUSTUS,gene,313235494,313241216,0.02,-,.,g25634
2_RagTag,AUGUSTUS,gene,266523046,266528148,0.13,+,.,g13988
3_RagTag,AUGUSTUS,gene,328907852,328941293,0.06,-,.,g26040
3_RagTag,AUGUSTUS,gene,66073640,66185369,0.01,-,.,g20089
3_RagTag,AUGUSTUS,gene,189936905,189989452,0.01,-,.,g22915
2_RagTag,GeneMark.hmm3,gene,362751622,362752122,.,+,.,gene_id file_2_20402_g; transcript_id file_2_20402_t;
1_RagTag,AUGUSTUS,gene,101073128,101074088,0.17,+,.,g3056
1_RagTag,AUGUSTUS,gene,15688738,15693445,0.22,+,.,g544
1_RagTag,AUGUSTUS,gene,5286443,5287183,0.41,-,.,g182
ptg000379l,AUGUSTUS,gene,1533810,1534440,0.19,-,.,g27625
1_RagTag,AUGUSTUS,gene,14108302,14118201,0.72,-,.,g472
2_RagTag,AUGUSTUS,gene,89654514,89685623,0.06,-,.,g10419
2_RagTag,AUGUSTUS,gene,79352479,79370759,0.03,-,.,g10146
1_RagTag,GeneMark.hmm3,gene,136886842,136887451,.,+,.,gene_id file_2_4705_g; transcript_id file_2_4705_t;
1_RagTag,AUGUSTUS,gene,55367771,55435145,0.01,+,.,g1865
3_RagTag,AUGUSTUS,gene,325076192,325089238,0.16,-,.,g25945
3_RagTag,AUGUSTUS,gene,352714358,352716038,0.61,-,.,g26629
2_RagTag,AUGUSTUS,gene,355496991,355511244,0.47,-,.,g15988
3_RagTag,AUGUSTUS,gene,166650478,166652549,0.68,-,.,g22405
ptg000528l,AUGUSTUS,gene,1099351,1101598,0.2,+,.,g27768
2_RagTag,AUGUSTUS,gene,120893340,120896114,0.3,+,.,g11238
3_RagTag,AUGUSTUS,gene,72518444,72519518,0.27,+,.,g20270
1_RagTag,AUGUSTUS,gene,313993607,314009770,0.15,-,.,g8024
3_RagTag,AUGUSTUS,gene,189639447,189641819,0.06,-,.,g22908
3_RagTag,AUGUSTUS,gene,230999245,231008608,0.53,-,.,g23730
3_RagTag,AUGUSTUS,gene,233640671,233641378,0.34,+,.,g23766
ptg000528l,AUGUSTUS,gene,1178684,1183023,0.21,+,.,g27778
3_RagTag,AUGUSTUS,gene,170545162,170546462,0.06,-,.,g22505
1_RagTag,AUGUSTUS,gene,54307915,54309970,0.21,-,.,g1835
1_RagTag,AUGUSTUS,gene,2560959,2570233,0.39,+,.,g92
1_RagTag,AUGUSTUS,gene,76648734,76673778,0.04,-,.,g2446
1_RagTag,AUGUSTUS,gene,272859382,272881267,0.04,-,.,g6777
1_RagTag,AUGUSTUS,gene,33318017,33318761,0.61,+,.,g1180
3_RagTag,AUGUSTUS,gene,12941692,12962516,0.01,-,.,g18625
2_RagTag,AUGUSTUS,gene,172206823,172235898,0.1,+,.,g12217
3_RagTag,AUGUSTUS,gene,98743918,98751921,0.02,-,.,g20933
3_RagTag,AUGUSTUS,gene,29258342,29259703,0.26,-,.,g19154
1_RagTag,AUGUSTUS,gene,284224491,284225536,0.76,-,.,g7078
1_RagTag,AUGUSTUS,gene,230531188,230580774,0.01,+,.,g5889
3_RagTag,AUGUSTUS,gene,318120442,318149533,0.02,+,.,g25755
2_RagTag,AUGUSTUS,gene,344193609,344194483,0.65,-,.,g15710
1_RagTag,GeneMark.hmm3,gene,277549413,277549795,.,-,.,gene_id file_2_8760_g; transcript_id file_2_8760_t;
2_RagTag,AUGUSTUS,gene,433633961,433642816,0.03,+,.,g17951
1_RagTag,AUGUSTUS,gene,235227538,235228203,0.41,+,.,g5998
2_RagTag,AUGUSTUS,gene,360346123,360347642,0.16,+,.,g16075
3_RagTag,AUGUSTUS,gene,195615716,195639835,0.3,-,.,g23023
1_RagTag,AUGUSTUS,gene,262780756,262791771,0.02,+,.,g6576
2_RagTag,AUGUSTUS,gene,304343720,304388283,0.05,-,.,g14753
3_RagTag,AUGUSTUS,gene,8814080,8814548,0.73,-,.,g18489
1_RagTag,AUGUSTUS,gene,54026705,54027325,0.03,-,.,g1828
2_RagTag,AUGUSTUS,gene,209640981,209715367,0.1,+,.,g12973
3_RagTag,AUGUSTUS,gene,234589231,234617678,0.03,+,.,g23789
2_RagTag,GeneMark.hmm3,gene,75537515,75538078,.,-,.,gene_id file_2_12716_g; transcript_id file_2_12716_t;
1_RagTag,AUGUSTUS,gene,46769273,46771067,0.54,+,.,g1595
1_RagTag,AUGUSTUS,gene,2817481,2818217,0.8,+,.,g106
2_RagTag,AUGUSTUS,gene,277005607,277008011,0.27,+,.,g14192
2_RagTag,AUGUSTUS,gene,32546827,32547255,0.67,-,.,g8972
3_RagTag,AUGUSTUS,gene,122181555,122182110,0.07,-,.,g21482
3_RagTag,AUGUSTUS,gene,56851631,56865914,0.04,+,.,g19895
3_RagTag,AUGUSTUS,gene,232135593,232139934,0.05,-,.,g23746
1_RagTag,AUGUSTUS,gene,67729416,67731021,0.16,+,.,g2213
2_RagTag,AUGUSTUS,gene,101656409,101656830,0.48,-,.,g10775
1_RagTag,AUGUSTUS,gene,22699976,22700839,0.97,-,.,g830
2_RagTag,AUGUSTUS,gene,342836353,342856689,0.18,+,.,g15678
3_RagTag,AUGUSTUS,gene,38798514,38818457,0.25,+,.,g19433
3_RagTag,AUGUSTUS,gene,291629342,291650221,0.12,+,.,g25148
2_RagTag,AUGUSTUS,gene,332115912,332117713,0.06,-,.,g15423
2_RagTag,AUGUSTUS,gene,345222911,345239148,0.06,-,.,g15733
2_RagTag,AUGUSTUS,gene,240768794,240773041,0.78,+,.,g13517
3_RagTag,AUGUSTUS,gene,162107917,162111931,0.3,-,.,g22329
1_RagTag,AUGUSTUS,gene,44572512,44589578,0.14,+,.,g1515
2_RagTag,AUGUSTUS,gene,368763851,368772723,0.01,-,.,g16271
1_RagTag,AUGUSTUS,gene,99579318,99585079,0.04,+,.,g3009
2_RagTag,AUGUSTUS,gene,188124038,188124541,1,-,.,g12554
1_RagTag,AUGUSTUS,gene,178705694,178706011,0.25,+,.,g4446
1_RagTag,AUGUSTUS,gene,213726997,213735737,0.01,-,.,g5301
2_RagTag,AUGUSTUS,gene,31635,52920,0.07,+,.,g8068
2_RagTag,AUGUSTUS,gene,249398208,249436412,0.4,+,.,g13684
1_RagTag,AUGUSTUS,gene,304572599,304573876,0.5,+,.,g7714
1_RagTag,AUGUSTUS,gene,247886683,247892301,0.7,-,.,g6264
2_RagTag,AUGUSTUS,gene,178816026,178822522,0.06,+,.,g12368
1_RagTag,GeneMark.hmm3,gene,186215625,186219554,.,+,.,gene_id file_2_5856_g; transcript_id file_2_5856_t;
1_RagTag,AUGUSTUS,gene,313156222,313162990,0.9,+,.,g7990
3_RagTag,AUGUSTUS,gene,301024465,301025247,0.14,+,.,g25326
1_RagTag,GeneMark.hmm3,gene,198847298,198847872,.,+,.,gene_id file_2_6223_g; transcript_id file_2_6223_t;
2_RagTag,AUGUSTUS,gene,25464426,25483128,0.2,-,.,g8733
2_RagTag,AUGUSTUS,gene,354097172,354123786,0.36,+,.,g15959
1_RagTag,AUGUSTUS,gene,138384099,138385256,0.21,-,.,g3728
1_RagTag,AUGUSTUS,gene,140996249,141002629,0,-,.,g3790
3_RagTag,AUGUSTUS,gene,32300904,32304402,0.08,+,.,g19255
2_RagTag,AUGUSTUS,gene,133078849,133101907,0.02,+,.,g11438
3_RagTag,AUGUSTUS,gene,319494697,319519292,0.01,+,.,g25787
3_RagTag,AUGUSTUS,gene,252933478,252934158,0.88,+,.,g24162
2_RagTag,AUGUSTUS,gene,427580121,427591405,0.04,+,.,g17768
1_RagTag,AUGUSTUS,gene,173559602,173560732,0.18,-,.,g4352
3_RagTag,AUGUSTUS,gene,30609338,30674810,0.01,-,.,g19205
1_RagTag,AUGUSTUS,gene,60159364,60160178,0.54,-,.,g2000
1_RagTag,AUGUSTUS,gene,42981798,42982628,0.96,-,.,g1457
3_RagTag,AUGUSTUS,gene,156958940,157037587,0.01,+,.,g22229
1_RagTag,AUGUSTUS,gene,191365971,191367673,0.55,-,.,g4713
